Report Date,Borough,Community Districts,Census Type,Adult Family Commercial Hotel,Adult Family Shelter,Adult Shelter,Adult Shelter Commercial Hotel,Family Cluster,Family with Children Commercial Hotel,Family with Children Shelter
10/31/2019,Bronx,7,Individuals,,114,622,,275,,324
10/31/2019,Bronx,8,Individuals,,,,,,,251
10/31/2019,Bronx,9,Individuals,,,101,,469,,233
10/31/2019,Bronx,10,Individuals,,,,,,,593
10/31/2019,Bronx,11,Individuals,,,,,,,
10/31/2019,Bronx,12,Individuals,,,106,,,,255
10/31/2019,Brooklyn,1,Individuals,,163,708,,,96,
10/31/2019,Brooklyn,2,Individuals,,183,377,,,,71
10/31/2019,Brooklyn,3,Individuals,,,561,,254,214,668
10/31/2019,Brooklyn,4,Individuals,,,398,60,65,173,849
10/31/2019,Brooklyn,5,Individuals,,,946,248,,266,835
10/31/2019,Brooklyn,6,Individuals,,,96,417,,,
10/31/2019,Brooklyn,7,Individuals,,,189,100,,646,13
10/31/2019,Brooklyn,8,Individuals,,68,511,90,,,497
10/31/2019,Brooklyn,9,Individuals,,,357,,,,443
10/31/2019,Brooklyn,10,Individuals,,,,,,,
10/31/2019,Brooklyn,11,Individuals,,,,,,,
10/31/2019,Brooklyn,12,Individuals,,,123,,,,129
10/31/2019,Brooklyn,13,Individuals,,,,,,140,
10/31/2019,Brooklyn,14,Individuals,,,,,,,98
10/31/2019,Brooklyn,15,Individuals,,,,,,,204
10/31/2019,Brooklyn,16,Individuals,,,660,110,,386,2554
10/31/2019,Brooklyn,17,Individuals,,,,135,,,863
10/31/2019,Brooklyn,18,Individuals,,367,,,,,837
10/31/2019,Manhattan,1,Individuals,,,,,,144,
10/31/2019,Manhattan,2,Individuals,,,,,,,
10/31/2019,Manhattan,3,Individuals,,,779,237,39,153,380
10/31/2019,Manhattan,4,Individuals,,90,378,,,642,
10/31/2019,Manhattan,5,Individuals,,317,,,,2100,359
10/31/2019,Manhattan,6,Individuals,,,865,,,,
10/31/2019,Manhattan,7,Individuals,,212,192,,,,611
10/31/2019,Manhattan,8,Individuals,,,80,,,,
10/31/2019,Manhattan,9,Individuals,,,,,55,,785
10/31/2019,Manhattan,10,Individuals,,408,553,,55,,854
10/31/2019,Manhattan,11,Individuals,,,1349,,260,,678
10/31/2019,Manhattan,12,Individuals,,,284,,,120,
10/31/2019,Queens,1,Individuals,,,198,,,259,377
10/31/2019,Queens,2,Individuals,,314,,,,623,240
10/31/2019,Queens,3,Individuals,,,,86,,,878
10/31/2019,Queens,4,Individuals,,,,162,,123,515
10/31/2019,Queens,5,Individuals,,,,,,,
10/31/2019,Queens,6,Individuals,,,,,,,
10/31/2019,Queens,7,Individuals,,,126,,,156,
10/31/2019,Queens,8,Individuals,,,,,,,314
10/31/2019,Queens,9,Individuals,,,109,,,,
10/31/2019,Queens,10,Individuals,359,,174,59,,453,
10/31/2019,Queens,11,Individuals,,,,,,,
10/31/2019,Queens,12,Individuals,,283,350,1080,,403,1144
10/31/2019,Queens,13,Individuals,,,,561,,243,838
10/31/2019,Queens,14,Individuals,,330,,,,206,172
10/31/2019,Staten Island,1,Individuals,,,,,,,135
10/31/2019,Staten Island,2,Individuals,,,,,,,
10/31/2019,Staten Island,3,Individuals,,,,,,,
11/30/2019,Bronx,1,Individuals,,189,219,,147,84,1254
11/30/2019,Bronx,2,Individuals,,194,,,244,,824
11/30/2019,Bronx,3,Individuals,,338,551,,142,293,1463
11/30/2019,Bronx,4,Individuals,,,437,76,1108,,2051
11/30/2019,Bronx,5,Individuals,,246,493,,927,,1114
11/30/2019,Bronx,6,Individuals,,108,106,93,336,,2300
11/30/2019,Bronx,7,Individuals,,112,623,,275,,325
11/30/2019,Bronx,8,Individuals,,,,,,,258
11/30/2019,Bronx,9,Individuals,,,101,,485,,189
11/30/2019,Bronx,10,Individuals,,,,,,,578
11/30/2019,Bronx,11,Individuals,,,,,,,
11/30/2019,Bronx,12,Individuals,,,107,,,,274
11/30/2019,Brooklyn,1,Individuals,,152,679,,,95,
11/30/2019,Brooklyn,2,Individuals,,184,377,,,,70
11/30/2019,Brooklyn,3,Individuals,,,570,,243,211,638
11/30/2019,Brooklyn,4,Individuals,,,398,62,66,173,864
11/30/2019,Brooklyn,5,Individuals,,,951,252,,262,861
11/30/2019,Brooklyn,6,Individuals,,,99,421,,,
11/30/2019,Brooklyn,7,Individuals,,,186,96,,634,
11/30/2019,Brooklyn,8,Individuals,,64,546,89,,,492
11/30/2019,Brooklyn,9,Individuals,,,355,,,,433
11/30/2019,Brooklyn,10,Individuals,,,,,,,
11/30/2019,Brooklyn,11,Individuals,,,,,,,
11/30/2019,Brooklyn,12,Individuals,,,128,,,,132
11/30/2019,Brooklyn,13,Individuals,,,,,,139,
11/30/2019,Brooklyn,14,Individuals,,,,,,,97
11/30/2019,Brooklyn,15,Individuals,,,,,,,213
11/30/2019,Brooklyn,16,Individuals,,,654,113,,409,2570
11/30/2019,Brooklyn,17,Individuals,,,,135,,,714
11/30/2019,Brooklyn,18,Individuals,,361,,,,,850
11/30/2019,Manhattan,1,Individuals,,,,,,144,
11/30/2019,Manhattan,2,Individuals,,,,,,,
11/30/2019,Manhattan,3,Individuals,,,747,237,37,159,360
11/30/2019,Manhattan,4,Individuals,,76,386,,,650,
11/30/2019,Manhattan,5,Individuals,,329,,,,2100,340
11/30/2019,Manhattan,6,Individuals,,,908,,,,
11/30/2019,Manhattan,7,Individuals,,214,250,,,,632
11/30/2019,Manhattan,8,Individuals,,,78,,,,
11/30/2019,Manhattan,9,Individuals,,,,,39,,787
11/30/2019,Manhattan,10,Individuals,,396,559,,39,,857
11/30/2019,Manhattan,11,Individuals,,,1345,,212,,662
11/30/2019,Manhattan,12,Individuals,,,321,,,119,
11/30/2019,Queens,1,Individuals,,,200,,,242,368
11/30/2019,Queens,2,Individuals,,314,,,,623,227
11/30/2019,Queens,3,Individuals,,,,85,,,868
11/30/2019,Queens,4,Individuals,,,,160,,111,506
11/30/2019,Queens,5,Individuals,,,,,,,
11/30/2019,Queens,6,Individuals,,,,,,,
11/30/2019,Queens,7,Individuals,,,175,,,147,
11/30/2019,Queens,8,Individuals,,,,,,,311
11/30/2019,Queens,9,Individuals,,,112,,,,
11/30/2019,Queens,10,Individuals,342,,171,58,,445,
11/30/2019,Queens,11,Individuals,,,,,,,
11/30/2019,Queens,12,Individuals,,275,347,1072,,400,1187
11/30/2019,Queens,13,Individuals,,,,554,,248,854
11/30/2019,Queens,14,Individuals,,306,,,,214,172
11/30/2019,Staten Island,1,Individuals,,,,,,,130
11/30/2019,Staten Island,2,Individuals,,,,,,,
11/30/2019,Staten Island,3,Individuals,,,,,,,
12/31/2019,Bronx,1,Individuals,,188,216,,114,84,1234
12/31/2019,Bronx,2,Individuals,,187,,,237,,828
12/31/2019,Bronx,3,Individuals,,334,585,,144,296,1473
12/31/2019,Bronx,4,Individuals,,,428,66,1078,,2014
12/31/2019,Bronx,5,Individuals,,246,487,,909,,1163
12/31/2019,Bronx,6,Individuals,,105,102,93,283,,2253
12/31/2019,Bronx,7,Individuals,,112,619,,272,,327
12/31/2019,Bronx,8,Individuals,,,,,,,253
12/31/2019,Bronx,9,Individuals,,,101,,464,,189
12/31/2019,Bronx,10,Individuals,,,,,,,587
12/31/2019,Bronx,11,Individuals,,,,,,,
12/31/2019,Bronx,12,Individuals,,,103,,,,276
12/31/2019,Brooklyn,1,Individuals,,160,670,,,95,
12/31/2019,Brooklyn,2,Individuals,,210,372,,,,64
12/31/2019,Brooklyn,3,Individuals,,,444,,235,213,613
12/31/2019,Brooklyn,4,Individuals,,,397,53,69,162,854
12/31/2019,Brooklyn,5,Individuals,,,910,242,,248,835
12/31/2019,Brooklyn,6,Individuals,,,92,420,,,
12/31/2019,Brooklyn,7,Individuals,,,176,99,,617,
12/31/2019,Brooklyn,8,Individuals,,64,528,87,,,488
12/31/2019,Brooklyn,9,Individuals,,,349,,,,447
12/31/2019,Brooklyn,10,Individuals,,,,,,,
12/31/2019,Brooklyn,11,Individuals,,,,,,,
12/31/2019,Brooklyn,12,Individuals,,,114,,,,133
12/31/2019,Brooklyn,13,Individuals,,,,,,132,
12/31/2019,Brooklyn,14,Individuals,,,,,,,92
12/31/2019,Brooklyn,15,Individuals,,,,,,,203
12/31/2019,Brooklyn,16,Individuals,,,634,103,,405,2565
12/31/2019,Brooklyn,17,Individuals,,,,129,,,695
12/31/2019,Brooklyn,18,Individuals,,365,,,,,835
12/31/2019,Manhattan,1,Individuals,,,,,,141,
12/31/2019,Manhattan,2,Individuals,,,,,,,
12/31/2019,Manhattan,3,Individuals,,,709,240,33,145,351
12/31/2019,Manhattan,4,Individuals,,67,382,,,606,
12/31/2019,Manhattan,5,Individuals,,319,,,,2095,351
12/31/2019,Manhattan,6,Individuals,,,933,,,,
12/31/2019,Manhattan,7,Individuals,,212,300,,,,598
12/31/2019,Manhattan,8,Individuals,,,79,,,,
12/31/2019,Manhattan,9,Individuals,,,,,33,,752
12/31/2019,Manhattan,10,Individuals,,407,549,,29,,852
12/31/2019,Manhattan,11,Individuals,,,1314,,165,,628
12/31/2019,Manhattan,12,Individuals,,,383,,,129,
12/31/2019,Queens,1,Individuals,,,199,,,245,379
12/31/2019,Queens,2,Individuals,,312,,,,597,233
12/31/2019,Queens,3,Individuals,,,,91,,,870
12/31/2019,Queens,4,Individuals,,,,163,,94,506
12/31/2019,Queens,5,Individuals,,,,,,,
12/31/2019,Queens,6,Individuals,,,,,,,
12/31/2019,Queens,7,Individuals,,,258,,,144,
12/31/2019,Queens,8,Individuals,,,,,,,309
12/31/2019,Queens,9,Individuals,,,113,,,,
12/31/2019,Queens,10,Individuals,318,,170,54,,426,
12/31/2019,Queens,11,Individuals,,,,,,,
12/31/2019,Queens,12,Individuals,,279,341,1065,,399,1183
12/31/2019,Queens,13,Individuals,,,,546,,219,842
12/31/2019,Queens,14,Individuals,,306,,,,200,167
12/31/2019,Staten Island,1,Individuals,,,,,,,129
12/31/2019,Staten Island,2,Individuals,,,,,,,
12/31/2019,Staten Island,3,Individuals,,,,,,,
01/31/2020,Bronx,1,Individuals,,185,223,,153,75,1258
01/31/2020,Bronx,2,Individuals,,189,,,226,,843
01/31/2020,Bronx,3,Individuals,,316,579,,144,298,1509
01/31/2020,Bronx,4,Individuals,,,426,,1086,,1983
01/31/2020,Bronx,5,Individuals,,248,491,,911,,1174
01/31/2020,Bronx,6,Individuals,,96,112,91,330,,2249
01/31/2020,Bronx,7,Individuals,,113,627,,274,,307
01/31/2020,Bronx,8,Individuals,,,,,,,249
01/31/2020,Bronx,9,Individuals,,,101,,467,,179
01/31/2020,Bronx,10,Individuals,,,,,,,571
01/31/2020,Bronx,11,Individuals,,,,,,,
01/31/2020,Bronx,12,Individuals,,,108,,,,279
01/31/2020,Brooklyn,1,Individuals,,166,738,,,93,
01/31/2020,Brooklyn,2,Individuals,,170,375,,,,70
01/31/2020,Brooklyn,3,Individuals,,,546,,226,201,598
01/31/2020,Brooklyn,4,Individuals,,,400,61,63,173,833
01/31/2020,Brooklyn,5,Individuals,,,925,254,,264,821
01/31/2020,Brooklyn,6,Individuals,,,97,429,,,
01/31/2020,Brooklyn,7,Individuals,,,182,146,,605,
01/31/2020,Brooklyn,8,Individuals,,64,577,88,,,500
01/31/2020,Brooklyn,9,Individuals,,,361,,,,442
01/31/2020,Brooklyn,10,Individuals,,,,,,,
01/31/2020,Brooklyn,11,Individuals,,,,,,,
01/31/2020,Brooklyn,12,Individuals,,,125,,,,131
01/31/2020,Brooklyn,13,Individuals,,,,,,127,
01/31/2020,Brooklyn,14,Individuals,,,,,,,92
01/31/2020,Brooklyn,15,Individuals,,,,,,,207
01/31/2020,Brooklyn,16,Individuals,,,647,129,,392,2522
01/31/2020,Brooklyn,17,Individuals,,,,134,,,680
01/31/2020,Brooklyn,18,Individuals,,361,,,,,828
01/31/2020,Manhattan,1,Individuals,,,,,,140,
01/31/2020,Manhattan,2,Individuals,,,,,,,
01/31/2020,Manhattan,3,Individuals,,,755,236,28,152,353
01/31/2020,Manhattan,4,Individuals,,62,380,,,605,
01/31/2020,Manhattan,5,Individuals,,320,,,,2086,339
01/31/2020,Manhattan,6,Individuals,,,951,,,,
01/31/2020,Manhattan,7,Individuals,,204,312,,,,607
01/31/2020,Manhattan,8,Individuals,,,79,,,,
01/31/2020,Manhattan,9,Individuals,,,,,57,,729
01/31/2020,Manhattan,10,Individuals,,400,565,,36,,829
01/31/2020,Manhattan,11,Individuals,,,1365,,245,,665
01/31/2020,Manhattan,12,Individuals,,,432,,,119,
01/31/2020,Queens,1,Individuals,,,197,,,243,365
01/31/2020,Queens,2,Individuals,,320,,,,581,237
01/31/2020,Queens,3,Individuals,,,,88,,,805
01/31/2020,Queens,4,Individuals,,,,161,,109,498
01/31/2020,Queens,5,Individuals,,,,,,,
01/31/2020,Queens,6,Individuals,,,,,,,
01/31/2020,Queens,7,Individuals,,,300,,,146,
01/31/2020,Queens,8,Individuals,,,,,,,316
01/31/2020,Queens,9,Individuals,,,110,,,,
01/31/2020,Queens,10,Individuals,308,,171,54,,436,
01/31/2020,Queens,11,Individuals,,,,,,,
01/31/2020,Queens,12,Individuals,,287,328,1068,,392,1180
01/31/2020,Queens,13,Individuals,,,,554,,240,848
01/31/2020,Queens,14,Individuals,,308,,,,184,167
01/31/2020,Staten Island,1,Individuals,,,,,,,129
01/31/2020,Staten Island,2,Individuals,,,,,,,
01/31/2020,Staten Island,3,Individuals,,,,,,,
02/29/2020,Bronx,1,Individuals,,187,222,,29,79,1258
02/29/2020,Bronx,2,Individuals,,182,,,222,,821
02/29/2020,Bronx,3,Individuals,,327,565,,86,279,1555
02/29/2020,Bronx,4,Individuals,,,432,,1073,,2042
02/29/2020,Bronx,5,Individuals,,236,496,,863,,1158
02/29/2020,Bronx,6,Individuals,,68,107,92,246,,2212
02/29/2020,Bronx,7,Individuals,,113,625,,261,,299
02/29/2020,Bronx,8,Individuals,,,,,,,247
02/29/2020,Bronx,9,Individuals,,,100,,489,,173
02/29/2020,Bronx,10,Individuals,,,,,,,593
02/29/2020,Bronx,11,Individuals,,,,,,,
02/29/2020,Bronx,12,Individuals,,,107,,,,301
02/29/2020,Brooklyn,1,Individuals,,150,732,,,93,
02/29/2020,Brooklyn,2,Individuals,,171,373,,,,74
02/29/2020,Brooklyn,3,Individuals,,,563,,217,192,597
02/29/2020,Brooklyn,4,Individuals,,,390,60,65,147,855
02/29/2020,Brooklyn,5,Individuals,,,922,246,,253,782
02/29/2020,Brooklyn,6,Individuals,,,98,427,,,
02/29/2020,Brooklyn,7,Individuals,,,183,157,,579,
02/29/2020,Brooklyn,8,Individuals,,68,582,80,,,493
02/29/2020,Brooklyn,9,Individuals,,,362,,,,446
02/29/2020,Brooklyn,10,Individuals,,,,,,,
02/29/2020,Brooklyn,11,Individuals,,,,,,,
02/29/2020,Brooklyn,12,Individuals,,,122,,,,127
02/29/2020,Brooklyn,13,Individuals,,,,,,121,
02/29/2020,Brooklyn,14,Individuals,,,,,,,92
02/29/2020,Brooklyn,15,Individuals,,,,,,,209
02/29/2020,Brooklyn,16,Individuals,,,657,182,,352,2542
02/29/2020,Brooklyn,17,Individuals,,,,136,,,706
02/29/2020,Brooklyn,18,Individuals,,362,,,,,841
02/29/2020,Manhattan,1,Individuals,,,,,,123,
02/29/2020,Manhattan,2,Individuals,,,,,,,
02/29/2020,Manhattan,3,Individuals,,,754,243,33,145,347
02/29/2020,Manhattan,4,Individuals,,56,385,,,629,
02/29/2020,Manhattan,5,Individuals,,326,,,,1919,343
02/29/2020,Manhattan,6,Individuals,,,955,,,,
02/29/2020,Manhattan,7,Individuals,,204,310,,,,601
02/29/2020,Manhattan,8,Individuals,,,80,,,,
02/29/2020,Manhattan,9,Individuals,,,,,,,748
02/29/2020,Manhattan,10,Individuals,,398,564,,,,839
02/29/2020,Manhattan,11,Individuals,,,1360,,,,657
02/29/2020,Manhattan,12,Individuals,,,458,,,115,
02/29/2020,Queens,1,Individuals,,,199,,,230,377
02/29/2020,Queens,2,Individuals,,316,,,,493,215
02/29/2020,Queens,3,Individuals,,,,90,,,815
02/29/2020,Queens,4,Individuals,,,,158,,84,519
02/29/2020,Queens,5,Individuals,,,23,,,,
02/29/2020,Queens,6,Individuals,,,,,,,
02/29/2020,Queens,7,Individuals,,,297,,,147,
02/29/2020,Queens,8,Individuals,,,,,,,321
02/29/2020,Queens,9,Individuals,,,112,,,,
02/29/2020,Queens,10,Individuals,311,,170,50,,370,
02/29/2020,Queens,11,Individuals,,,,,,,
02/29/2020,Queens,12,Individuals,,281,335,1070,,318,1235
02/29/2020,Queens,13,Individuals,,,,557,,213,822
02/29/2020,Queens,14,Individuals,,323,8,,,178,169
02/29/2020,Staten Island,1,Individuals,,,,,,,131
02/29/2020,Staten Island,2,Individuals,,,,,,,
02/29/2020,Staten Island,3,Individuals,,,,,,,
03/31/2020,Bronx,1,Individuals,,179,223,,33,76,1268
03/31/2020,Bronx,2,Individuals,,185,,,164,,791
03/31/2020,Bronx,3,Individuals,,332,552,,77,276,1532
03/31/2020,Bronx,4,Individuals,,,437,,993,,2138
03/31/2020,Bronx,5,Individuals,,243,491,,792,,1145
03/31/2020,Bronx,6,Individuals,,99,97,93,239,,2198
03/31/2020,Bronx,7,Individuals,,106,623,,246,,302
03/31/2020,Bronx,8,Individuals,,,,,,,247
03/31/2020,Bronx,9,Individuals,,,96,,507,,198
03/31/2020,Bronx,10,Individuals,,,,,,,621
03/31/2020,Bronx,11,Individuals,,,,,,,
03/31/2020,Bronx,12,Individuals,,,108,,,,275
03/31/2020,Brooklyn,1,Individuals,,160,730,,,98,
03/31/2020,Brooklyn,2,Individuals,,206,371,,,,66
03/31/2020,Brooklyn,3,Individuals,,,566,,231,194,562
03/31/2020,Brooklyn,4,Individuals,,,403,59,71,133,841
03/31/2020,Brooklyn,5,Individuals,,,887,252,,257,646
03/31/2020,Brooklyn,6,Individuals,,10,94,423,,,
03/31/2020,Brooklyn,7,Individuals,,,189,206,,501,
03/31/2020,Brooklyn,8,Individuals,,62,568,88,,,503
03/31/2020,Brooklyn,9,Individuals,,,361,,,,443
03/31/2020,Brooklyn,10,Individuals,,,,,,,
03/31/2020,Brooklyn,11,Individuals,,,,,,,
03/31/2020,Brooklyn,12,Individuals,,,128,,,,123
03/31/2020,Brooklyn,13,Individuals,,,,,,118,
03/31/2020,Brooklyn,14,Individuals,,,,,,,93
03/31/2020,Brooklyn,15,Individuals,,,,,,,195
03/31/2020,Brooklyn,16,Individuals,,,657,192,,339,2555
03/31/2020,Brooklyn,17,Individuals,,,,136,,,693
03/31/2020,Brooklyn,18,Individuals,,367,,,,,826
03/31/2020,Manhattan,1,Individuals,,,,73,,124,
03/31/2020,Manhattan,2,Individuals,,,,,,,
03/31/2020,Manhattan,3,Individuals,,,761,227,26,147,358
03/31/2020,Manhattan,4,Individuals,,2,381,17,,610,
03/31/2020,Manhattan,5,Individuals,,331,,,,1876,338
03/31/2020,Manhattan,6,Individuals,,,944,,,,
03/31/2020,Manhattan,7,Individuals,,198,312,,,,600
03/31/2020,Manhattan,8,Individuals,,,77,,,,
03/31/2020,Manhattan,9,Individuals,,,,,,,756
03/31/2020,Manhattan,10,Individuals,,380,562,,,,846
03/31/2020,Manhattan,11,Individuals,,,1366,,,,644
03/31/2020,Manhattan,12,Individuals,,,461,,,122,
03/31/2020,Queens,1,Individuals,,,199,,,200,377
03/31/2020,Queens,2,Individuals,,295,,,,484,228
03/31/2020,Queens,3,Individuals,,,,92,,,854
03/31/2020,Queens,4,Individuals,,,,161,,92,532
03/31/2020,Queens,5,Individuals,,,70,,,,
03/31/2020,Queens,6,Individuals,,,,,,,
03/31/2020,Queens,7,Individuals,,,300,,,133,
03/31/2020,Queens,8,Individuals,,,,,,,330
03/31/2020,Queens,9,Individuals,,,113,,,,
03/31/2020,Queens,10,Individuals,333,,165,52,,329,
03/31/2020,Queens,11,Individuals,,,,,,,
03/31/2020,Queens,12,Individuals,,278,345,1129,,164,1344
03/31/2020,Queens,13,Individuals,,,,557,,197,815
03/31/2020,Queens,14,Individuals,,309,27,,,179,160
03/31/2020,Staten Island,1,Individuals,,,,,,,131
03/31/2020,Staten Island,2,Individuals,,,,,,,
03/31/2020,Staten Island,3,Individuals,,,,,,,
04/30/2020,Bronx,1,Individuals,,187,213,,33,83,1242
04/30/2020,Bronx,2,Individuals,,174,,,199,,779
04/30/2020,Bronx,3,Individuals,,318,362,,79,286,1483
04/30/2020,Bronx,4,Individuals,,,428,99,1019,,2053
04/30/2020,Bronx,5,Individuals,,233,382,,795,,1110
04/30/2020,Bronx,6,Individuals,,85,110,92,244,,2176
04/30/2020,Bronx,7,Individuals,,99,596,,242,,295
04/30/2020,Bronx,8,Individuals,,,,,,,244
04/30/2020,Bronx,9,Individuals,,,87,,513,,212
04/30/2020,Bronx,10,Individuals,,,,,,,603
04/30/2020,Bronx,11,Individuals,,,,,,,
04/30/2020,Bronx,12,Individuals,,,104,,,,279
04/30/2020,Brooklyn,1,Individuals,,157,590,116,,97,
04/30/2020,Brooklyn,2,Individuals,,109,353,,,,65
04/30/2020,Brooklyn,3,Individuals,,,556,,226,193,585
04/30/2020,Brooklyn,4,Individuals,,,297,242,71,,836
04/30/2020,Brooklyn,5,Individuals,,,699,250,,253,564
04/30/2020,Brooklyn,6,Individuals,,60,94,420,,,
04/30/2020,Brooklyn,7,Individuals,,,180,401,,375,
04/30/2020,Brooklyn,8,Individuals,,66,395,89,,,489
04/30/2020,Brooklyn,9,Individuals,,,332,,,,440
04/30/2020,Brooklyn,10,Individuals,,,,,,,
04/30/2020,Brooklyn,11,Individuals,,,,,,,
04/30/2020,Brooklyn,12,Individuals,,,121,99,,,126
04/30/2020,Brooklyn,13,Individuals,,,,,,116,
04/30/2020,Brooklyn,14,Individuals,,,,,,,95
04/30/2020,Brooklyn,15,Individuals,,,,,,,179
04/30/2020,Brooklyn,16,Individuals,,,626,296,,255,2517
04/30/2020,Brooklyn,17,Individuals,,,,132,,,695
04/30/2020,Brooklyn,18,Individuals,,361,,,,,819
04/30/2020,Manhattan,1,Individuals,,,,121,,126,
04/30/2020,Manhattan,2,Individuals,,,,188,,,
04/30/2020,Manhattan,3,Individuals,,,751,234,22,147,359
04/30/2020,Manhattan,4,Individuals,,,181,99,,571,
04/30/2020,Manhattan,5,Individuals,,308,,194,,1838,305
04/30/2020,Manhattan,6,Individuals,,,626,198,,,
04/30/2020,Manhattan,7,Individuals,,210,268,,,,568
04/30/2020,Manhattan,8,Individuals,,,69,,,,
04/30/2020,Manhattan,9,Individuals,,,,,,,734
04/30/2020,Manhattan,10,Individuals,,356,552,,,,834
04/30/2020,Manhattan,11,Individuals,,,1332,,,,650
04/30/2020,Manhattan,12,Individuals,,,433,,,119,
04/30/2020,Queens,1,Individuals,,,190,58,,191,367
04/30/2020,Queens,2,Individuals,,296,,,,485,217
04/30/2020,Queens,3,Individuals,,,,89,,,836
04/30/2020,Queens,4,Individuals,,,,162,,93,508
04/30/2020,Queens,5,Individuals,,,124,,,,
04/30/2020,Queens,6,Individuals,,,,,,,
04/30/2020,Queens,7,Individuals,,,277,,,137,
04/30/2020,Queens,8,Individuals,,,,,,,318
04/30/2020,Queens,9,Individuals,,,101,,,,
04/30/2020,Queens,10,Individuals,337,,163,52,,337,
04/30/2020,Queens,11,Individuals,,,,,,,
04/30/2020,Queens,12,Individuals,,271,305,1131,,142,1349
04/30/2020,Queens,13,Individuals,,,,556,,205,800
04/30/2020,Queens,14,Individuals,,306,84,,,171,143
04/30/2020,Staten Island,1,Individuals,,,,,,,107
04/30/2020,Staten Island,2,Individuals,,,,,,,
04/30/2020,Staten Island,3,Individuals,,,,,,,
05/31/2020,Bronx,1,Individuals,,181,83,,30,72,1262
05/31/2020,Bronx,2,Individuals,,162,,,218,,769
05/31/2020,Bronx,3,Individuals,,250,357,,94,270,1454
05/31/2020,Bronx,4,Individuals,,,309,89,1053,,2035
05/31/2020,Bronx,5,Individuals,,218,9,,833,,1090
05/31/2020,Bronx,6,Individuals,,70,58,70,213,,2132
05/31/2020,Bronx,7,Individuals,,104,298,,248,,291
05/31/2020,Bronx,8,Individuals,,,,,,,235
05/31/2020,Bronx,9,Individuals,,,,,486,,249
05/31/2020,Bronx,10,Individuals,,,,,,,611
05/31/2020,Bronx,11,Individuals,,,,,,,
05/31/2020,Bronx,12,Individuals,,,102,141,,,276
05/31/2020,Brooklyn,1,Individuals,,158,461,227,,106,
05/31/2020,Brooklyn,2,Individuals,,122,291,143,,,62
05/31/2020,Brooklyn,3,Individuals,,,86,101,208,182,564
05/31/2020,Brooklyn,4,Individuals,,,156,288,66,,838
05/31/2020,Brooklyn,5,Individuals,,,434,358,,249,385
05/31/2020,Brooklyn,6,Individuals,,105,51,422,,,
05/31/2020,Brooklyn,7,Individuals,,,183,378,,343,
05/31/2020,Brooklyn,8,Individuals,,,321,88,,,493
05/31/2020,Brooklyn,9,Individuals,,,110,,,,431
05/31/2020,Brooklyn,10,Individuals,,,,,,,
05/31/2020,Brooklyn,11,Individuals,,,,,,,
05/31/2020,Brooklyn,12,Individuals,,,,100,,,121
05/31/2020,Brooklyn,13,Individuals,,,,,,119,
05/31/2020,Brooklyn,14,Individuals,,,,,,,94
05/31/2020,Brooklyn,15,Individuals,,,,,,,191
05/31/2020,Brooklyn,16,Individuals,,,252,297,,250,2480
05/31/2020,Brooklyn,17,Individuals,,,,136,,,697
05/31/2020,Brooklyn,18,Individuals,,361,,,,,819
05/31/2020,Manhattan,1,Individuals,,,,52,,116,
05/31/2020,Manhattan,2,Individuals,,,,175,,,
05/31/2020,Manhattan,3,Individuals,,,505,347,22,151,349
05/31/2020,Manhattan,4,Individuals,,,66,987,,536,
05/31/2020,Manhattan,5,Individuals,,297,,1318,,1778,311
05/31/2020,Manhattan,6,Individuals,,,546,490,,,
05/31/2020,Manhattan,7,Individuals,,208,226,429,,,566
05/31/2020,Manhattan,8,Individuals,,,76,304,,,
05/31/2020,Manhattan,9,Individuals,,,,,,,721
05/31/2020,Manhattan,10,Individuals,,356,455,,,,820
05/31/2020,Manhattan,11,Individuals,,,829,,,,621
05/31/2020,Manhattan,12,Individuals,,,205,,,119,
05/31/2020,Queens,1,Individuals,,,196,671,,190,386
05/31/2020,Queens,2,Individuals,,303,,106,,501,209
05/31/2020,Queens,3,Individuals,,,,283,,,778
05/31/2020,Queens,4,Individuals,,,,163,,80,505
05/31/2020,Queens,5,Individuals,,,182,,,,
05/31/2020,Queens,6,Individuals,,,,,,,
05/31/2020,Queens,7,Individuals,,,100,,,137,
05/31/2020,Queens,8,Individuals,,,,,,,315
05/31/2020,Queens,9,Individuals,,,,,,,
05/31/2020,Queens,10,Individuals,380,,163,59,,358,
05/31/2020,Queens,11,Individuals,,,,,,,
05/31/2020,Queens,12,Individuals,,269,195,1332,,54,1326
05/31/2020,Queens,13,Individuals,,,,554,,202,783
05/31/2020,Queens,14,Individuals,,312,,,,190,157
05/31/2020,Staten Island,1,Individuals,,,,,,,114
05/31/2020,Staten Island,2,Individuals,,,,,,,
05/31/2020,Staten Island,3,Individuals,,,,,,,
06/30/2020,Bronx,1,Individuals,,181,47,,27,71,1233
06/30/2020,Bronx,2,Individuals,,192,,,212,,789
06/30/2020,Bronx,3,Individuals,,262,228,,83,275,1399
06/30/2020,Bronx,4,Individuals,,,208,100,1047,,2087
06/30/2020,Bronx,5,Individuals,,219,,,824,,1093
06/30/2020,Bronx,6,Individuals,,96,52,71,202,,1994
06/30/2020,Bronx,7,Individuals,,107,98,,244,,272
06/30/2020,Bronx,8,Individuals,,,,,,,245
06/30/2020,Bronx,9,Individuals,,,,,451,,349
06/30/2020,Bronx,10,Individuals,,,,,,,589
